number,group_num,group_name,code_length,code,diagnosis_sr,diagnosis_lat
2873,6,Bolesti nervnog sistema,4,G028,"Meningitis u drugim označenim zaraznim i parazitarnim bolestima, klasifikovanim na drugom mestu","Meningitis in morbis infectivis et parasitariis aliis specificatis, alibi classificatis"
2874,6,Bolesti nervnog sistema,3,G03,Meningitis zbog ostalih i neoznačenih uzroka,Meningitis propter causas alias et non specificatas
2875,6,Bolesti nervnog sistema,4,G030,Nepiogeni meningitis,Meningitis non pyogenes
2876,6,Bolesti nervnog sistema,4,G031,Hronični meningitis,Meningitis chronica
2877,6,Bolesti nervnog sistema,4,G032,Benigni rekurentni meningitis [Mollaret],Meningitis benigna recidivans [Mollaret]
2878,6,Bolesti nervnog sistema,4,G038,Meningitis zbog drugih označenih uzroka,Meningitis propter causas specificatas alias
2879,6,Bolesti nervnog sistema,4,G039,"Meningitis, neoznačen","Meningitis, non specificata"
2880,6,Bolesti nervnog sistema,3,G04,"Encefalitis, mijelitis i encefalomijelitis","Encephalitis, myelitis et encephalomyelitis"
2881,6,Bolesti nervnog sistema,4,G040,Akutni diseminovani encefalitis,Encephalitis disseminata acuta
2882,6,Bolesti nervnog sistema,4,G041,Spastička tropska oduzetost nogu,Paraplegia spastica tropica
2883,6,Bolesti nervnog sistema,4,G042,"Bakterijski meningoencefalitis i meningomijelitis, neklasifikovani na drugom mestu","Meningoencephalitis et meningomyelitis bacterialis, non alibi classificatis"
2884,6,Bolesti nervnog sistema,4,G048,"Drugi encefalitis, mijelitis i encefalomijelitis","Encephalitis, myelitis et encephalomyelitis alia"
2885,6,Bolesti nervnog sistema,4,G049,"Encefalitis, mijelitis i encefalomijelitis, neoznačen","Encephalitis, myelitis et encephalomyelitis, non specificata"
2886,6,Bolesti nervnog sistema,3,G05,"Encefalitis, mijelitis i encefalomijelitis u bolestima klasifikovanim na drugom mestu","Encephalitis, myelitis et encephalomyelitis in morbis alibi classificatis"
2887,6,Bolesti nervnog sistema,4,G050,"Encefalitis, mijelitis i encefalomijelitis u bakterijskim bolestima klasifikovanim na drugom mestu","Encephalitis, myelitis et encephalomyelitis in morbis bacterialibus alibi classificatis"
2888,6,Bolesti nervnog sistema,4,G051,"Encefalitis, mijelitis i encefalomijelitis u virusnim bolestima klasifikovanim na drugom mestu","Encephalitis, myelitis et encephalomyelitis in morbis viralibus alibi classificatis"
2889,6,Bolesti nervnog sistema,4,G052,"Encefalitis, mijelitis i encefalomijelitis u drugim zaraznim i parazitarnim bolestima klasifikovanim na drugom mestu","Encephalitis, myelitis et encephalomyelitis in morbus infectivis et parasitariis aliis alibi classificatis"
2890,6,Bolesti nervnog sistema,4,G058,"Encefalitis, mijelitis i encefalomijelitis u drugim bolestima klasifikovanim na drugom mestu","Encephalitis, myelitis et encephalomyelitis in aliis morbis alibi classificatis"
2891,6,Bolesti nervnog sistema,3,G06,Apsces i granulom u lobanji i kičmi,Abscessus intracranialis et intraspinalis et granuloma intracraniale et intraspinale
2892,6,Bolesti nervnog sistema,4,G060,Apsces i granulom u lobanji,Abscessus intracranialis et granuloma intracraniale
2893,6,Bolesti nervnog sistema,4,G061,Intraspinalni apsces i granulom,Abscesus intraspinalis et granuloma intraspinale
2894,6,Bolesti nervnog sistema,4,G062,"Ekstraduralni i subduralni apsces, neoznačen","Abscessus extraduralis et abscessus subduralis, non specificatus"
2895,6,Bolesti nervnog sistema,3,G07,Apsces i granulom u lobanji i kičmi u bolestima klasifikovanim na drugom mestu,Abscessus et granuloma intracraniale et intraspinale in morbis alibi classificatis
2896,6,Bolesti nervnog sistema,3,G08,Flebitis i tromboflebitis u lobanji i kičmi,Phlebitis et thrombophlebitis intracranialis et intraspinalis
2897,6,Bolesti nervnog sistema,3,G09,Posledice zapaljenjskih bolesti CNS-a,Sequelae morbi inflammatorii systematis nervosi centralis
2898,6,Bolesti nervnog sistema,3,G10,Huntingtonova bolest,Morbus Huntington
2899,6,Bolesti nervnog sistema,3,G11,Ataksija – nasledni poremećaj koordinacije pokreta,Ataxia hereditaria
2900,6,Bolesti nervnog sistema,4,G110,Urođena neprogresivna ataksija,Ataxia non progressiva congenita
2901,6,Bolesti nervnog sistema,4,G111,Cerebralna ataksija sa ranim početkom,Ataxia cerebellaris initio praecoccae
2902,6,Bolesti nervnog sistema,4,G112,Cerebralna ataksija sa kasnim početkom,Ataxia cerebellaris tardiva
2903,6,Bolesti nervnog sistema,4,G113,Malomoždana ataksija sa defektom DNK,Ataxia cerebellaris cum defectu DNA
2904,6,Bolesti nervnog sistema,4,G114,Nasledna spastička oduzetost obe noge,Paraplegia spastica hereditaria
2905,6,Bolesti nervnog sistema,4,G118,Druge nasledne ataksije,Ataxiae hereditariae aliae
2906,6,Bolesti nervnog sistema,4,G119,"Nasledna ataksija, neoznačena","Ataxia hereditaria, non specificata"
2907,6,Bolesti nervnog sistema,3,G12,Spinalna mišićina atrofija i srodni sindromi,Atrophia musculorum spinalis et syndromata affinia
2908,6,Bolesti nervnog sistema,4,G120,"Werding-Hofmanova spinalna mišićina atrofija, tip 1","Atrophia musculorum spinalis infantilis, typus I (Werdnig-Hoffman]"
2909,6,Bolesti nervnog sistema,4,G121,Druga nasledna spinalna mišićina atrofija,Atrophia musculorum spinalis hereditaria alia
2910,6,Bolesti nervnog sistema,4,G122,Bolest motornog neurona,Morbus neuroni motorii
2911,6,Bolesti nervnog sistema,4,G128,Druge spinalne mišićine atrofije i srodni sindromi,Atrophiae musculorum spinales aliae et syndromata affinia spinalia alia
2912,6,Bolesti nervnog sistema,4,G129,"Spinalna mišićina atrofija, neoznačena","Atrophia musculorum spinalis, non specificata"
2913,6,Bolesti nervnog sistema,3,G13,Sistemske atrofije koje pre svega zahvataju centralni nervni sistem u bolestima klasifikovanim na drugom mestu,Atrophiae systemicae praecipue systema nervosum centrale afficientes in morbis alibi classificatis
2914,6,Bolesti nervnog sistema,4,G130,Oboljenja živca i živca sa mišićima kod zloćudnih tumora,Neuropathia et neuromyopathia paraneoplastica
2915,6,Bolesti nervnog sistema,4,G131,Druge sistemske atrofije koje pre svega zahvataju centralni nervni sistem u neoplastičnim bolestima,Atrophiae systemicae praecipue systema nervosum centrale afficientes in morbis neoplastici aliae
2916,6,Bolesti nervnog sistema,4,G132,Sistemska atrofija koja pre svega zahvata centralni nervni sistem kod miksedema,Atrophia systemica praecipue systema nervosum centrale afficientes in myxoedema
2917,6,Bolesti nervnog sistema,4,G138,Sistemska atrofija koja pre svega zahvata centralni nervni sistem u drugim bolestima koje su klasifikovane na drugom mestu,Atrophia systemica praecipue systema nervosum centrale afficientes in morbis aliis alibi classificatis
2918,6,Bolesti nervnog sistema,3,G14,Sindrom posle infekcije polio virusom,Postpolio syndroma
2919,6,Bolesti nervnog sistema,3,G20,Parkinsonova bolest,Morbus Parkinson
2920,6,Bolesti nervnog sistema,3,G21,Sekundarni parkinsonizam,Parkinsonismus secundarius
2921,6,Bolesti nervnog sistema,4,G210,Težak neuroleptički sindrom,Syndroma neurolepticum malignum
2922,6,Bolesti nervnog sistema,4,G211,Drugi sekundarni parkinsonizam uzrokovan lekom,"Parkinsonismus secundarius medicamentosus, alius"
2923,6,Bolesti nervnog sistema,4,G212,Sekundarni parkinsonizam uzrokovan drugim spoljnim faktorima,"Parkinsonismus secundarius propter factores externo, alios"
2924,6,Bolesti nervnog sistema,4,G213,Parkinsonizam posle zapaljenja mozga,Parkinsonismus postencephaliticus
2925,6,Bolesti nervnog sistema,4,G214,Parkinsonizam uzrokovan oštećenjem krvnih sudova,Parkinsonismus vascularis
2926,6,Bolesti nervnog sistema,4,G218,Drugi sekundarni parkinsonizam,Parkinsonismus secundarius alius
2927,6,Bolesti nervnog sistema,4,G219,"Sekundarni parkinsonizam, neoznačen","Parkinsonismus secundarius, non specificatus"
2928,6,Bolesti nervnog sistema,3,G22,Parkinsonizam u bolestima klasifikovanim na drugom mestu,Parkinsonismus in morbis alibi classificatis
2929,6,Bolesti nervnog sistema,3,G23,Druga degenerativna oboljenja bazalnih ganglija,Degenerationes gangliorum basalium aliae
2930,6,Bolesti nervnog sistema,4,G230,Hallervorden-Spatzova bolest,Morbus Hallervorden-Spatz
2931,6,Bolesti nervnog sistema,4,G231,Steele-Richardson-Olszewskiova progresivna paraliza očnih mišića,Ophthalmoplegia supranuclearis progressiva [Steelo-Richardson-Olszewski]
2932,6,Bolesti nervnog sistema,4,G232,Degeneracija strijatonigralne ganglije,Degeneratio ganglii striatonigralis
2933,6,Bolesti nervnog sistema,4,G238,Druge specifične degeneracije bazalnih ganglija,"Degenerationes gangliorum basalium specificatae, aliae"
2934,6,Bolesti nervnog sistema,4,G239,"Degeneracija bazalne ganglije, neoznačena","Degeneratio ganglii basalis, non specificata"
2935,6,Bolesti nervnog sistema,3,G24,Distonija-poremećaj mišićnog tonusa,Dystonia
2936,6,Bolesti nervnog sistema,4,G240,Distonija uzrokovana lekom,Dystonia medicamentosa
2937,6,Bolesti nervnog sistema,4,G241,Idiopatska porodična distonija,Dystonia idiopathica familiaris
2938,6,Bolesti nervnog sistema,4,G242,Idiopatska neporodična distonija,Dystonia idiopathica non familiaris
2939,6,Bolesti nervnog sistema,4,G243,Grčevita krivošija,Torticollis spasmodica
2940,6,Bolesti nervnog sistema,4,G244,Idiopatska usno-lična distonija,Dystonia orofacialis idiopathica
2941,6,Bolesti nervnog sistema,4,G245,Grč očnih kapaka,Blepharospasmus
2942,6,Bolesti nervnog sistema,4,G248,Druga distonija,Dystonia alia
2943,6,Bolesti nervnog sistema,4,G249,"Distonija, neoznačena","Dystonia, non specificata"
2944,6,Bolesti nervnog sistema,3,G25,Druga vanpiramidna oboljenja i poremećaji kretanja,Affectiones extrapyramidales et disordines motionum alie
2945,6,Bolesti nervnog sistema,4,G250,Tremor – spontani ritmični nevoljni pokreti delova tela,Tremor essentiallis
2946,6,Bolesti nervnog sistema,4,G251,Tremor uzrokovan lekom,Tremor medicamentosus
2947,6,Bolesti nervnog sistema,4,G252,Drugi oblici specifičnog tremora,Formae tremoris specifici ailae
2948,6,Bolesti nervnog sistema,4,G253,Grč mišića,Myoclonus
2949,6,Bolesti nervnog sistema,4,G254,Horeja – nevoljni pokreti mišića uzrokovani lekom,Chorea medicamentosa
2950,6,Bolesti nervnog sistema,4,G255,Druga horeja,Chorea alia
2951,6,Bolesti nervnog sistema,4,G256,"Tikovi - nevoljni pokreti, uzrokovani lekom i ostali tikovi organskog porekla",Tics medicamentosi et organici
2952,6,Bolesti nervnog sistema,4,G258,Druga označena vanpiramidna oboljenja i poremećaji kretanja,Affectiones extrapyramidales et disordines motionum specificatae aliae
2953,6,Bolesti nervnog sistema,4,G259,"Vanpiramidno oboljenje i poremećaj kretanja, neoznačen","Affectio extrapyramidales et disordo motionum, non specificatus"
2954,6,Bolesti nervnog sistema,3,G26,Vanpiramidna oboljenja i poremećaji kretanja u bolestima klasifikovanim na drugom mestu,Affectiones extrapyramidales et disordines motionum in morbis alibi classificatis
2955,6,Bolesti nervnog sistema,3,G30,Alzheimerova bolest,Morbus Alzheimer
2956,6,Bolesti nervnog sistema,4,G300,Rana Alzheimerova bolest,Morbus Alzheimer praecox
2957,6,Bolesti nervnog sistema,4,G301,Kasna Alzheimerova bolest,Morbus Alzheimer tardivus
2958,6,Bolesti nervnog sistema,4,G308,Druga Alzheimerova bolest,Morbus Alzheimer alius
2959,6,Bolesti nervnog sistema,4,G309,"Alzheimerova bolest, neoznačena","Morbus Alzheimer, non specificatus"
2960,6,Bolesti nervnog sistema,3,G31,"Druge degenerativne bolesti nervnog sistema, neklasifikovane na drugom mestu","Morbi degenerativi systematis nervosi alii, non alibi clssificati"
2961,6,Bolesti nervnog sistema,4,G310,Ograničeno isčezavanje tkiva mozga,Atrophia cerebri circumscripta
2962,6,Bolesti nervnog sistema,4,G311,"Staračka degeneracija mozga, neklasifikovana na drugom mestu",Degeneratio cerebri senilis non alibi clssificatis
2963,6,Bolesti nervnog sistema,4,G312,Degeneracija nervnog sistema uzrokovana alkoholom,Degeneratio systematis nervosi alcoholica
2964,6,Bolesti nervnog sistema,4,G318,Druge označene degenerativne bolesti nervnog sistema,"Morbi systematis nervosi degenerativi specificati, alii"
2965,6,Bolesti nervnog sistema,4,G319,"Degenerativna bolest nervnog sistema, neoznačena","Morbus systematis nervosi dagenerativus, non specificatus"
2966,6,Bolesti nervnog sistema,3,G32,Druge degenerativne bolesti nervnog sistema u bolestima klasifikovanim na drugom mestu,Morbi systematis nervosi degenerativi alii in morbis alibi classificatis
2967,6,Bolesti nervnog sistema,4,G320,Subakutna kombinovana degeneracija kičmene moždine u bolestima klasifikovanim na drugom mestu,Degeneratio medullae spinalis subacuta combinata in morbis alibi classificatis
2968,6,Bolesti nervnog sistema,4,G328,Druge označene bolesti nervnog sistema u bolestima klasifikovanim na drugom mestu,Morbi systematis nervosi degenerativi specificati alii in morbis alibi classificatis
2969,6,Bolesti nervnog sistema,3,G35,Multipla skleroza,Sclerosis multiplex
2970,6,Bolesti nervnog sistema,3,G36,Druga akutna rasejana demijelinizacija,Demyelinisatio disseminata acuta alia
2971,6,Bolesti nervnog sistema,4,G360,Zapaljenje očnog živca i kičmene moždine [Devic],Neuromyelitis optica [Devic]
2972,6,Bolesti nervnog sistema,4,G361,Akutno i subakutno hemoragičko zapaljenje bele mase mozga [Hurst],Leucoencephalitis haemorrhagica acuta et subacuta [Hurst]
2973,6,Bolesti nervnog sistema,4,G368,Druga označena akutna rasejana demijelinizacija,Demyelinisatio disseminata acuta specificata alia
2974,6,Bolesti nervnog sistema,4,G369,"Akutna rasejana demijelinizacija, neoznačena",Demyelinisatio disseminata acuta non specificata
2975,6,Bolesti nervnog sistema,3,G37,Druge demijelinizujuće bolesti CNS-a,"Morbi demyelinantes systematis nervosi centralis, alii"
2976,6,Bolesti nervnog sistema,4,G370,Difuzna skleroza mozga,Sclerosis cerebri diffusa
2977,6,Bolesti nervnog sistema,4,G371,Centralna demijelinizacija žuljevitog tela,Demyelinisatio corporis callosi centralis
2978,6,Bolesti nervnog sistema,4,G372,Centralna mijelinoliza ponsa,Myelinolysis pontis centralis
2979,6,Bolesti nervnog sistema,4,G373,Akutno poprečno zapaljenje kičmene moždine u demijelinizujućoj bolesti CNS-a,Myelitis transversa acuta in morbo demyelinisato sistematis nervosi centralis
2980,6,Bolesti nervnog sistema,4,G374,Subakutni nekrotizujući mijelitis,Myelitis necroticans subacuta
2981,6,Bolesti nervnog sistema,4,G375,Koncentrična skleroza mozga [Balo],Sclerosis cerebri concentrica [Balo]
2982,6,Bolesti nervnog sistema,4,G378,Druge označene demijelinizujuće bolesti CNS-a,"Morbi demyelinantes systematis nervosi centralis specificati, alii"
2983,6,Bolesti nervnog sistema,4,G379,"Demijelinizujuća bolest CNS-a, neoznačena","Morbus demyelinans systematis nervosi centralis, non specificatus"
2984,6,Bolesti nervnog sistema,3,G40,Epilepsija – Padavica,Epilepsia
2985,6,Bolesti nervnog sistema,4,G400,Idiopatska žarišna epilepsija i epilepsijski sindromi sa žarišnim napadom,Epilepsia idiopathica (focalis) (partialis) et syndromata epileptica cum impetu focali
2986,6,Bolesti nervnog sistema,4,G401,Simptomatska žarišna epilepsija i epilepsijski sindromi sa jednostavnim parcijalnim napadom,Epilepsia idiopathica (focalis) (partialis) et syndromata epileptica cum impetu simplici partiali
2987,6,Bolesti nervnog sistema,4,G402,Simptomatska žarišna epilepsija i epilepsijski sindromi sa kompleksnim parcijalnim napadom,Epilepsia idiopathica (focalis) (partialis) et syndromata epileptica cum impetu complexo partiali
2988,6,Bolesti nervnog sistema,4,G403,Generalizovana idiopatska epilepsija i epilepsijski sindromi,Epilepsia idiopathica generalisata et syndromata epileptica
2989,6,Bolesti nervnog sistema,4,G404,Druga generalizovana epilepsija i epilepsijski sindromi,Epilepsia generalisata alia et syndromata epileptica
2990,6,Bolesti nervnog sistema,4,G405,Specifični epilepsijski sindromi,Syndromata epileptica specifica
2991,6,Bolesti nervnog sistema,4,G406,"Veliki epileptični napad, neoznačen (sa malim napadom ili bez njega)","Epilepsia Grand mal, non specificata (cum Petit mal sive sine Petit mal)"
2992,6,Bolesti nervnog sistema,4,G407,"Mali epileptični napad, neoznačen, bez velikog napada","Petit mal, non specificatus, sine Grand mal"
2993,6,Bolesti nervnog sistema,4,G408,Druga epilepsija,Epilepsia alia
2994,6,Bolesti nervnog sistema,4,G409,"Epilepsija, neoznačena","Epilepsia, non specificata"
